user_id,posted,item_id,helpful,recommend,sentiment_analysis,sentiment_label
elliottgame,"Posted September 5, 2015.",355180,No ratings yet,True,0.7579,2
ElTioDarc,"Posted January 13, 2014.",233720,No ratings yet,True,0.0,1
WaifuActivist,"Posted June 5, 2015.",243870,No ratings yet,True,0.8555,2
theempireendures,"Posted July 10, 2013.",440,2 of 2 people (100%) found this review helpful,True,0.9186,2
EndercashZ,"Posted January 16, 2014.",440,No ratings yet,True,0.0,1
breakleaf,"Posted December 27, 2013.",240,No ratings yet,True,0.4201,2
EnviroReal,Posted April 29.,440,0 of 1 people (0%) found this review helpful,True,0.6369,2
76561198072628860,"Posted December 20, 2015.",730,No ratings yet,False,0.0,1
EnvyMan35,"Posted June 19, 2015.",440,No ratings yet,True,0.765,2
_Esdeath_,Posted June 5.,411830,10 of 49 people (20%) found this review helpful,False,0.8214,2
PipingWind,Posted July 16.,273350,No ratings yet,True,0.3182,2
Namboku,Posted July 6.,370240,1 of 1 people (100%) found this review helpful,True,-0.6249,0
Hawkez,"Posted September 19, 2011.",22100,No ratings yet,True,0.891,2
76561198072077235,"Posted March 9, 2014.",248820,No ratings yet,True,0.699,2
actualdentist,"Posted February 13, 2015.",244770,1 of 4 people (25%) found this review helpful,True,0.6003,2
76561198030626433,"Posted June 19, 2015.",550,0 of 1 people (0%) found this review helpful,True,0.4404,2
195862,"Posted August 22, 2014.",244850,No ratings yet,True,0.3612,2
ethanbro,"Posted January 2, 2014.",113200,No ratings yet,True,0.6369,2
ethanol10,Posted January 18.,212800,No ratings yet,True,-0.5859,0
TheAlphaTerran,"Posted July 9, 2015.",22380,No ratings yet,True,0.0,1
EucHellscythe,"Posted March 5, 2014.",262150,1 of 6 people (17%) found this review helpful,True,0.0,1
adowhal,"Posted November 16, 2014.",304930,No ratings yet,True,0.4019,2
76561198065337651,Posted April 16.,730,No ratings yet,True,-0.5574,0
seek83,"Posted August 6, 2014.",220780,No ratings yet,True,-0.1531,0
EXC-2_Stroke,"Posted July 12, 2015.",222880,No ratings yet,True,0.7906,2
04061993,"Posted October 19, 2013.",208480,No ratings yet,True,0.0,1
exratchet,"Posted June 30, 2014.",730,2 of 3 people (67%) found this review helpful,True,0.9871,2
76561198133624222,Posted July 22.,323470,2 of 6 people (33%) found this review helpful,True,0.6369,2
Kawaiiboo_Hunter,"Posted July 10, 2014.",440,No ratings yet,True,0.8591,2
76561198082706194,"Posted August 7, 2014.",244850,No ratings yet,True,-0.5106,0
76561198071717436,"Posted August 10, 2014.",72850,No ratings yet,True,0.9337,2
76561198057735047,"Posted December 30, 2013.",244870,No ratings yet,True,0.4404,2
Failkills007,"Posted June 23, 2014.",72850,No ratings yet,True,0.1779,2
FairHeaven,Posted January 2.,383080,No ratings yet,True,0.0,1
Mezlinthedrezzin,"Posted January 9, 2015.",221100,No ratings yet,True,0.5163,2
farsel,"Posted November 20, 2010.",25700,5 of 7 people (71%) found this review helpful,True,-0.4939,0
76561198027754729,Posted February 5.,341800,No ratings yet,True,-0.4019,0
santiagoivanov,"Posted January 12, 2014.",113420,No ratings yet,True,0.8625,2
FaZeWeaver,"Posted April 8, 2014.",102700,0 of 1 people (0%) found this review helpful,False,-0.5719,0
fedexplus,"Posted December 3, 2013.",105300,3 of 4 people (75%) found this review helpful,True,0.9337,2
76561198063620984,"Posted June 28, 2014.",49520,1 of 44 people (2%) found this review helpful,False,0.0,1
TheThirdHalf,"Posted August 21, 2014.",237870,1 of 5 people (20%) found this review helpful,False,0.0,1
FictionDaddy,"Posted November 6, 2015.",311210,No ratings yet,False,0.5448,2
76561198077815717,"Posted September 23, 2014.",300380,1 of 3 people (33%) found this review helpful,True,0.4404,2
FinnMcCruel,"Posted November 14, 2014.",220240,No ratings yet,False,0.2411,2
looongboy,"Posted June 18, 2014.",243870,No ratings yet,False,-0.296,0
blackbeast1,"Posted November 26, 2015.",211420,No ratings yet,True,0.4588,2
UnkleFisty,"Posted December 12, 2015.",265890,No ratings yet,True,0.8834,2
76561198048348337,"Posted April 20, 2015.",4000,0 of 1 people (0%) found this review helpful,False,-0.4588,0
76561198067182014,"Posted June 22, 2014.",70,No ratings yet,True,-0.5423,0
25_Years_Since_Freddie,"Posted January 11, 2015.",224480,0 of 1 people (0%) found this review helpful,True,-0.3612,0
FlameFireBlast,"Posted September 26, 2014.",299860,2 of 6 people (33%) found this review helpful,True,-0.5719,0
whyyoulookinguphere,"Posted October 21, 2015.",405170,No ratings yet,True,0.9638,2
neonmotiontv,"Posted December 16, 2013.",22300,1 of 1 people (100%) found this review helpful,True,0.875,2
flatwhite,"Posted June 25, 2014.",261030,No ratings yet,True,0.8207,2
45514551,"Posted March 7, 2014.",440,No ratings yet,True,0.0,1
76561198040974056,"Posted September 26, 2011.",4000,No ratings yet,True,0.3612,2
shaco4life,Posted January 26.,252490,No ratings yet,True,0.3182,2
KoitsumiTH,"Posted February 14, 2014.",261030,No ratings yet,True,-0.6486,0
pleasekillmeihaveadisease,"Posted January 29, 2015.",40800,0 of 2 people (0%) found this review helpful,True,0.0,1
76561198110520529,"Posted August 2, 2015.",70400,No ratings yet,True,0.6249,2
kungfungus,"Posted July 25, 2014.",227940,No ratings yet,True,0.5267,2
indyGeneZ,"Posted December 31, 2015.",322330,No ratings yet,True,0.0,1
VHC_Forseti,"Posted March 18, 2013.",55230,No ratings yet,True,0.0046,1
ghoules,"Posted March 13, 2014.",236090,1 of 1 people (100%) found this review helpful,True,0.7351,2
fpstheroamer,Posted April 25.,200210,No ratings yet,False,-0.5574,0
StandOffLion996,Posted January 1.,241930,No ratings yet,True,0.34,2
The_Pragmatist,"Posted December 24, 2013.",241540,No ratings yet,True,0.6249,2
franklinhi,"Posted February 10, 2015.",236370,4 of 9 people (44%) found this review helpful,False,0.0,1
frannleman,"Posted October 1, 2015.",268850,1 of 1 people (100%) found this review helpful,True,0.5352,2
76561198155425199,"Posted November 12, 2014.",440,No ratings yet,True,0.0,1
supersecreturlissupersecret,"Posted February 5, 2014.",49520,No ratings yet,True,0.9358,2
freedomee,"Posted November 5, 2015.",298110,No ratings yet,True,0.0,1
TheOnlyTrueGamingGod,"Posted November 14, 2015.",332500,0 of 4 people (0%) found this review helpful,False,0.8934,2
micropretzel,"Posted January 7, 2015.",313730,No ratings yet,True,0.989,2
razarealm,"Posted October 7, 2015.",242860,0 of 2 people (0%) found this review helpful,True,0.4404,2
youdog12345,"Posted April 18, 2014.",8870,No ratings yet,True,0.9423,2
iFrolick,"Posted December 22, 2015.",440,No ratings yet,True,0.6369,2
FroskTotallyNotAWeeb,"Posted May 15, 2015.",233250,2 of 3 people (67%) found this review helpful,True,0.9716,2
ImWinKo,"Posted March 2, 2015.",238320,1 of 2 people (50%) found this review helpful,True,-0.296,0
76561198043441689,"Posted October 22, 2015.",730,No ratings yet,True,-0.8481,0
funkyotc,Posted August 6.,446750,1 of 1 people (100%) found this review helpful,True,0.6249,2
n4afusionz,Posted July 23.,307780,No ratings yet,False,-0.6124,0
NewVoxel,"Posted December 30, 2015.",322170,No ratings yet,True,0.4404,2
gabowockeez,"Posted December 8, 2011.",440,No ratings yet,True,0.0772,1
Gadwall7,"Posted January 4, 2014.",219640,0 of 1 people (0%) found this review helpful,True,0.8479,2
gaiyamato,"Posted April 20, 2011.",8930,No ratings yet,True,0.8519,2
76561198074540604,"Posted August 8, 2015.",4000,No ratings yet,True,0.7184,2
76561198045903394,"Posted December 6, 2013.",256410,No ratings yet,False,0.8481,2
76561198102093684,"Posted August 24, 2015.",500,No ratings yet,True,0.9397,2
gamingftw123,Posted January 3.,313740,No ratings yet,False,0.0,1
76561198054397103,"Posted September 8, 2015.",236390,No ratings yet,True,0.34,2
decnics,"Posted May 19, 2014.",65790,No ratings yet,True,0.4588,2
Quazziemodo,"Posted March 11, 2015.",255710,2 of 3 people (67%) found this review helpful,True,0.6486,2
oyezikezukulento,"Posted August 3, 2014.",570,No ratings yet,True,0.7096,2
luakbar,"Posted January 9, 2015.",113400,3 of 8 people (38%) found this review helpful,True,0.6486,2
ShnishMan,"Posted May 24, 2014.",570,No ratings yet,False,-0.8402,0
Gemini_Tiw,"Posted December 27, 2011.",620,1 of 1 people (100%) found this review helpful,True,0.0,1
76561198077183562,"Posted July 7, 2014.",241540,No ratings yet,True,0.4019,2
bangs8,"Posted January 28, 2015.",4000,No ratings yet,True,0.7269,2
76561198027260537,"Posted November 26, 2013.",320,No ratings yet,True,0.4404,2
AnTVAssassin,"Posted November 7, 2015.",218620,2 of 10 people (20%) found this review helpful,True,0.8176,2
76561198052780455,"Posted December 18, 2014.",224260,No ratings yet,True,0.0,1
76561198070585472,"Posted February 9, 2015.",342740,19 of 34 people (56%) found this review helpful,True,0.4404,2
lifeisagamble,"Posted July 18, 2015.",22380,No ratings yet,True,0.9217,2
76561198059533968,"Posted August 12, 2015.",252950,1 of 1 people (100%) found this review helpful,True,-0.4023,0
rninetynine,Posted March 29.,367580,No ratings yet,True,0.6908,2
171516,"Posted July 8, 2014.",304930,No ratings yet,True,0.8534,2
Gilzero0,"Posted January 29, 2014.",1250,No ratings yet,True,0.5106,2
Mitch_brawdogger,Posted September 13.,427190,35 of 85 people (41%) found this review helpful,False,0.8931,2
76561198052513392,"Posted September 15, 2014.",306550,No ratings yet,True,0.6369,2
glaze_evas,"Posted December 22, 2015.",232090,0 of 3 people (0%) found this review helpful,True,0.8885,2
76561198062337556,Posted August 3.,498240,1 of 4 people (25%) found this review helpful,True,0.8885,2
76561198051906675,"Posted August 4, 2012.",113200,0 of 1 people (0%) found this review helpful,True,0.0,1
WeBarePandaBears,"Posted April 18, 2015.",4000,No ratings yet,True,0.8779,2
76561198080466065,Posted February 4.,291480,No ratings yet,False,0.0,1
76561198010436866,Posted June 10.,240760,10 of 133 people (8%) found this review helpful,False,0.6111,2
goi17,Posted May 20.,226700,No ratings yet,False,0.0,1
borntoeatcake,Posted June 14.,225540,1 of 8 people (13%) found this review helpful,False,0.0,1
cooldownxddd,"Posted April 19, 2015.",440,No ratings yet,True,0.9227,2
fernandobeltran,"Posted September 1, 2013.",241600,No ratings yet,True,0.0,1
alyssawesome,Posted June 22.,304930,No ratings yet,True,0.296,2
76561198119180365,"Posted December 11, 2015.",265630,0 of 1 people (0%) found this review helpful,True,0.6908,2
GLaddy1337,"Posted December 20, 2014.",241930,1 of 1 people (100%) found this review helpful,True,0.9313,2
Global,"Posted November 18, 2013.",2870,6 of 18 people (33%) found this review helpful,True,-0.3818,0
Sansthespoopyskeleton,Posted February 7.,111100,No ratings yet,True,-0.3182,0
pesterChum,"Posted July 28, 2014.",208090,No ratings yet,True,0.9869,2
GreeDLingYT,"Posted May 30, 2015.",244850,0 of 2 people (0%) found this review helpful,True,0.0,1
76561198089455336,"Posted December 19, 2015.",4000,No ratings yet,True,0.8957,2
Griffsta,Posted January 29.,65980,0 of 3 people (0%) found this review helpful,False,-0.4588,0
jakom,"Posted November 28, 2013.",105600,No ratings yet,True,0.6249,2
GrotesqueGOD,"Posted September 13, 2015.",338170,No ratings yet,True,0.659,2
76561198041217847,"Posted November 29, 2013.",211420,No ratings yet,True,0.0,1
gwayne,"Posted September 29, 2014.",49520,No ratings yet,True,0.9382,2
HMPatu,"Posted December 29, 2014.",237930,No ratings yet,True,0.9832,2
tommy11,"Posted April 1, 2015.",251570,0 of 8 people (0%) found this review helpful,False,-0.5267,0
76561198083594288,"Posted December 9, 2014.",294160,No ratings yet,True,0.5994,2
76561197969812413,Posted June 25.,335670,2 of 2 people (100%) found this review helpful,True,-0.5719,0
76561198082418196,"Posted December 19, 2013.",4000,No ratings yet,True,0.9186,2
BurgerStab,"Posted June 1, 2015.",351710,14 of 28 people (50%) found this review helpful,True,0.34,2
76561198061286579,"Posted September 2, 2013.",222750,No ratings yet,True,0.8481,2
asnnerd,"Posted January 26, 2013.",240,No ratings yet,True,-0.079,1
76561198047210840,"Posted October 8, 2015.",211420,No ratings yet,True,-0.3182,0
76561198080748313,"Posted August 5, 2015.",50300,No ratings yet,True,0.6233,2
NIPtoogood,"Posted December 19, 2012.",620,No ratings yet,True,0.9042,2
Parappatherapperisbest,"Posted October 10, 2015.",243470,0 of 1 people (0%) found this review helpful,True,0.9259,2
decmonk,"Posted January 16, 2014.",235460,No ratings yet,True,0.4404,2
76561198119416277,"Posted April 1, 2014.",39140,No ratings yet,True,0.5574,2
taconic,Posted February 8.,268500,No ratings yet,True,-0.4019,0
h-glee,"Posted September 27, 2012.",55230,No ratings yet,True,0.0,1
getMemMeED,"Posted October 18, 2014.",8930,No ratings yet,True,0.0,1
Hatixon,"Posted August 11, 2015.",346110,No ratings yet,True,-0.7867,0
76561198066051722,"Posted May 6, 2014.",4000,No ratings yet,True,0.3658,2
HaydOS_,"Posted October 12, 2014.",400,1 of 1 people (100%) found this review helpful,True,0.0,1
Haydosnub,Posted January 3.,206440,No ratings yet,True,0.5423,2
HazardousRusty,"Posted July 31, 2015.",253030,No ratings yet,True,0.8259,2
HaZeFaMe,"Posted October 26, 2015.",440,No ratings yet,True,0.0,1
Hazgrid,"Posted December 14, 2013.",259080,No ratings yet,True,0.5106,2
76561197982685987,"Posted July 17, 2014.",286080,No ratings yet,True,0.9222,2
ultimatefaggotwow,"Posted November 22, 2014.",218620,0 of 1 people (0%) found this review helpful,True,0.0,1
76561198075452263,"Posted April 17, 2014.",730,No ratings yet,True,0.4404,2
carlosjames64,"Posted November 29, 2014.",203160,No ratings yet,True,0.8548,2
bertil399,"Posted December 13, 2013.",44350,1 of 2 people (50%) found this review helpful,True,0.8625,2
76561197997197174,"Posted October 8, 2014.",220200,No ratings yet,True,0.0,1
fuccboihectic,"Posted October 20, 2014.",319510,1 of 2 people (50%) found this review helpful,True,0.0,1
antidamage,"Posted April 24, 2015.",271590,1 of 4 people (25%) found this review helpful,False,-0.1945,0
herio,"Posted March 13, 2014.",243950,1 of 5 people (20%) found this review helpful,False,0.8271,2
76561198096849086,"Posted June 1, 2015.",209000,No ratings yet,True,0.0,1
S35,"Posted November 22, 2015.",417860,No ratings yet,True,0.951,2
76561198041340133,"Posted October 26, 2014.",113200,11 of 43 people (26%) found this review helpful,False,0.0,1
76561198050540147,"Posted November 22, 2014.",331470,0 of 4 people (0%) found this review helpful,True,0.5719,2
longinus,"Posted April 23, 2014.",204630,No ratings yet,True,0.7845,2
76561198057784617,"Posted May 31, 2014.",242760,0 of 2 people (0%) found this review helpful,True,0.9309,2
AnEvilReindeer,"Posted August 1, 2014.",219640,No ratings yet,False,-0.3182,0
76561198042465147,"Posted January 10, 2015.",72850,No ratings yet,True,0.7698,2
MrBambi2,Posted August 27.,302510,0 of 1 people (0%) found this review helpful,True,0.765,2
76561198034888931,"Posted February 10, 2015.",8850,No ratings yet,True,0.6908,2
Hobgoblin101,"Posted March 16, 2014.",206190,1 of 1 people (100%) found this review helpful,True,0.5859,2
76561198077889162,"Posted April 11, 2014.",219740,No ratings yet,True,0.7584,2
quillomanar,"Posted July 12, 2015.",22380,No ratings yet,True,-0.7215,0
76561198084739540,"Posted July 1, 2014.",253710,0 of 3 people (0%) found this review helpful,True,0.0,1
FD_GOD_BR,"Posted September 24, 2014.",550,No ratings yet,True,-0.7579,0
killerinkk,"Posted December 29, 2014.",71230,No ratings yet,True,0.6369,2
76561198075202352,"Posted November 24, 2012.",105430,No ratings yet,True,0.6249,2
76561198085788881,"Posted June 30, 2014.",24010,0 of 2 people (0%) found this review helpful,True,0.8658,2
76561198097641296,Posted June 23.,218620,0 of 1 people (0%) found this review helpful,True,0.9618,2
Spooky4me,"Posted April 4, 2013.",35450,No ratings yet,True,0.4703,2
KIEZ5823,"Posted March 24, 2014.",1250,0 of 2 people (0%) found this review helpful,True,0.0,1
hunterkiller247,"Posted September 19, 2015.",391460,15 of 31 people (48%) found this review helpful,False,-0.8911,0
Huntux915,"Posted February 8, 2015.",107900,No ratings yet,False,0.0,1
ERROR_LT,Posted June 24.,344760,3 of 9 people (33%) found this review helpful,True,0.0,1
Hype_R,"Posted May 27, 2014.",239660,No ratings yet,True,0.4019,2
76561198061357304,"Posted October 25, 2015.",218620,0 of 1 people (0%) found this review helpful,True,0.0,1
76561198058418029,"Posted January 21, 2015.",72850,No ratings yet,True,0.0,1
76561198074377542,"Posted December 18, 2015.",72850,No ratings yet,True,0.8425,2
jettimon,"Posted March 2, 2015.",353360,0 of 1 people (0%) found this review helpful,True,0.0,1
76561198018739984,"Posted March 26, 2015.",273350,9 of 17 people (53%) found this review helpful,False,0.1404,2
76561198069617739,"Posted October 25, 2014.",218620,2 of 9 people (22%) found this review helpful,False,-0.6824,0
SyvWolf,Posted March 15.,237310,0 of 2 people (0%) found this review helpful,True,0.6549,2
swinkymalinky,"Posted January 1, 2014.",440,3 of 5 people (60%) found this review helpful,True,0.0,1
GoonzaalooX,Posted January 11.,10500,No ratings yet,True,0.0,1
IceBergs,"Posted November 4, 2015.",317440,No ratings yet,False,0.4404,2
76561198075850899,"Posted December 13, 2013.",227300,No ratings yet,True,0.5563,2
76561198008895770,Posted April 24.,427520,No ratings yet,True,-0.1779,0
triangless,"Posted April 4, 2014.",218620,0 of 2 people (0%) found this review helpful,True,0.0,1
ONIEK25,"Posted June 5, 2015.",17390,No ratings yet,False,0.0772,1
76561198033429149,"Posted November 27, 2015.",417860,No ratings yet,True,0.0,1
brizzlys,"Posted February 7, 2015.",4000,No ratings yet,True,0.0,1
ezratm14,"Posted March 8, 2014.",271290,No ratings yet,True,0.4201,2
immunity,"Posted June 22, 2013.",219150,No ratings yet,True,0.946,2
76561198002127153,"Posted May 23, 2015.",368870,No ratings yet,True,0.7096,2
InferNAAAL,"Posted September 6, 2013.",440,No ratings yet,True,0.8555,2
INFERNOpineapple,"Posted January 2, 2014.",200170,No ratings yet,True,0.8807,2
infin15,"Posted November 28, 2014.",49520,No ratings yet,True,0.743,2
76561197974875094,"Posted September 30, 2013.",440,No ratings yet,True,0.4404,2
ThatLevelOfMastery,"Posted November 27, 2013.",440,No ratings yet,True,0.6249,2
gamerkung1,Posted June 26.,4000,No ratings yet,False,0.0,1
76561197985389455,"Posted July 3, 2011.",56400,No ratings yet,True,-0.5267,0
innocentguy,"Posted October 17, 2015.",232090,1 of 3 people (33%) found this review helpful,True,0.0,1
76561198081062889,"Posted November 10, 2014.",212500,No ratings yet,True,0.9385,2
Invaderzim58,"Posted December 22, 2014.",221640,No ratings yet,True,0.3612,2
DylanHimself,"Posted July 17, 2012.",33930,No ratings yet,True,0.0,1
theit7,"Posted December 17, 2011.",107100,No ratings yet,True,-0.4215,0
TheTrollScript,"Posted October 16, 2014.",236390,No ratings yet,True,0.0,1
helau,Posted April 5.,570,No ratings yet,True,0.0,1
MIN31496,"Posted January 17, 2014.",1250,No ratings yet,True,0.3182,2
itsfilfyd,"Posted October 8, 2014.",10180,No ratings yet,True,0.985,2
SuspiciousSteam,"Posted July 10, 2015.",252950,No ratings yet,True,0.5859,2
76561198096736743,"Posted February 1, 2015.",44350,No ratings yet,True,0.872,2
76561198076701454,"Posted December 11, 2013.",440,No ratings yet,True,0.0,1
ChickenDinnerImAWinner,"Posted November 30, 2014.",306020,No ratings yet,True,0.7602,2
76561198040946765,"Posted April 25, 2014.",233250,No ratings yet,False,0.2415,2
76561198078836858,"Posted March 31, 2015.",730,No ratings yet,True,0.0,1
76561198295803313,Posted June 25.,363970,No ratings yet,True,0.0762,1
76561198019160833,"Posted April 13, 2014.",42680,No ratings yet,True,0.7244,2
dandeman31,"Posted October 31, 2014.",304930,1 of 1 people (100%) found this review helpful,True,0.6249,2
jacob_power,Posted May 23.,440,0 of 1 people (0%) found this review helpful,True,0.5859,2
jajuny,"Posted September 25, 2014.",236390,No ratings yet,True,0.0,1
76561198136186637,Posted January 11.,250900,No ratings yet,True,0.128,2
legomagalaga,"Posted December 3, 2015.",620,0 of 1 people (0%) found this review helpful,True,0.6597,2
jarjarjake,"Posted November 25, 2013.",218230,1 of 1 people (100%) found this review helpful,True,0.9958,2
1801010101,"Posted June 14, 2014.",240,No ratings yet,True,0.6597,2
jaxar,"Posted January 5, 2013.",220240,No ratings yet,True,0.932,2
76561198053891302,Posted August 23.,72000,No ratings yet,True,0.9217,2
FvckkMyOppz,"Posted August 31, 2015.",388520,No ratings yet,False,-0.7351,0
Thugorran,Posted March 28.,383870,No ratings yet,True,0.9337,2
76561198008825050,"Posted November 17, 2014.",289650,1 of 16 people (6%) found this review helpful,True,0.5382,2
BLORGATRON,"Posted November 16, 2014.",233720,No ratings yet,False,0.0,1
autismcentral,"Posted March 30, 2014.",265930,1 of 1 people (100%) found this review helpful,True,0.0,1
gbusjesus,"Posted January 4, 2015.",214870,No ratings yet,True,0.9384,2
skilltablet,"Posted January 11, 2015.",225260,No ratings yet,True,0.0,1
cooljeeves,"Posted July 20, 2014.",247020,0 of 1 people (0%) found this review helpful,True,0.0,1
76561198074266100,"Posted September 25, 2015.",218620,No ratings yet,True,0.0,1
jellyj,"Posted June 24, 2015.",363970,No ratings yet,True,-0.7244,0
gordan_freeman,"Posted December 15, 2013.",223470,1 of 1 people (100%) found this review helpful,True,0.4404,2
jessicax0,"Posted November 21, 2015.",377160,2 of 3 people (67%) found this review helpful,True,-0.5801,0
76561198099289520,"Posted June 4, 2014.",265930,No ratings yet,True,0.3182,2
JohnnyAppleBomb,"Posted October 25, 2015.",570,No ratings yet,True,-0.5719,0
starfleetbrat,Posted January 24.,286340,No ratings yet,True,0.9898,2
djreap3r,"Posted March 2, 2013.",227100,No ratings yet,True,0.8689,2
Jezza453,Posted January 18.,264240,2 of 10 people (20%) found this review helpful,True,0.0,1
76561198035590106,"Posted August 12, 2015.",375510,3 of 8 people (38%) found this review helpful,True,0.8814,2
Reskrew,"Posted December 15, 2013.",211820,1 of 1 people (100%) found this review helpful,True,0.836,2
JimmyCheese,Posted August 23.,10090,No ratings yet,True,0.0,1
76561197984390941,"Posted September 7, 2012.",10180,No ratings yet,True,0.0,1
JinDoritos,"Posted September 15, 2015.",393410,No ratings yet,True,0.4404,2
Gigglestik,"Posted November 21, 2012.",218230,No ratings yet,True,0.5445,2
76561198024671805,"Posted October 2, 2014.",200210,No ratings yet,True,0.886,2
jiumohoo,Posted January 21.,403570,No ratings yet,True,0.0,1
toottootverysad,"Posted April 7, 2015.",343000,17 of 70 people (24%) found this review helpful,True,0.1779,2
myassisgreen,"Posted December 19, 2013.",49520,No ratings yet,True,0.34,2
pirificpower,"Posted February 13, 2015.",8190,No ratings yet,True,0.5106,2
8392158,"Posted December 29, 2015.",223710,2 of 3 people (67%) found this review helpful,True,-0.9294,0
inconsequential,"Posted January 28, 2015.",313120,No ratings yet,True,-0.34,0
thestreetsshallrunwhite,Posted April 12.,262790,1 of 2 people (50%) found this review helpful,False,-0.9768,0
phyland,"Posted June 17, 2015.",213670,0 of 1 people (0%) found this review helpful,True,0.8555,2
JohnnyTAA,"Posted October 30, 2012.",440,No ratings yet,True,0.9153,2
76561198036618113,"Posted September 15, 2013.",206420,No ratings yet,True,0.0,1
gg3ds,"Posted June 27, 2012.",94000,No ratings yet,True,0.811,2
76561198042017482,"Posted October 17, 2014.",113420,1 of 6 people (17%) found this review helpful,True,0.3612,2
JosephCl,"Posted July 10, 2015.",304930,No ratings yet,True,0.128,2
amative,Posted April 11.,201810,1 of 3 people (33%) found this review helpful,True,0.0,1
Joshieboy2811,"Posted December 20, 2014.",301480,0 of 1 people (0%) found this review helpful,True,0.7717,2
76561198053674558,"Posted November 29, 2015.",218620,0 of 7 people (0%) found this review helpful,True,0.34,2
76561198079529922,"Posted November 3, 2015.",204360,No ratings yet,True,-0.0772,1
76561198093336165,Posted April 24.,206420,1 of 5 people (20%) found this review helpful,False,-0.4588,0
76561198089772554,"Posted November 24, 2015.",350750,No ratings yet,True,0.4215,2
76561198050861063,"Posted April 22, 2015.",301970,1 of 2 people (50%) found this review helpful,True,-0.8591,0
julez225,"Posted March 28, 2014.",203140,1 of 2 people (50%) found this review helpful,True,0.936,2
supfoo3,"Posted July 24, 2014.",8600,2 of 14 people (14%) found this review helpful,False,0.8126,2
76561198091548792,"Posted March 8, 2014.",218230,No ratings yet,True,0.6249,2
jxwp,"Posted June 2, 2015.",346010,No ratings yet,True,-0.4767,0
lixdy,"Posted September 9, 2015.",204360,No ratings yet,True,0.743,2
k41r05,"Posted April 6, 2014.",92000,6 of 12 people (50%) found this review helpful,False,-0.5994,0
76561198086980563,"Posted December 11, 2013.",4000,No ratings yet,True,0.4404,2
thecelis,"Posted July 20, 2014.",440,2 of 2 people (100%) found this review helpful,True,0.2023,2
76561198068644976,"Posted August 5, 2012.",105600,No ratings yet,True,-0.6249,0
kmcoole,"Posted March 25, 2014.",245550,2 of 3 people (67%) found this review helpful,True,0.1027,2
simonrem,"Posted March 21, 2014.",8870,No ratings yet,True,-0.5994,0
76561198067359093,"Posted July 18, 2014.",203160,No ratings yet,True,0.8555,2
ItsDerRey,"Posted December 14, 2015.",377160,1 of 1 people (100%) found this review helpful,True,0.5106,2
harumbe911,Posted February 23.,271590,No ratings yet,True,0.6369,2
Thunderfury2575,Posted August 10.,48700,No ratings yet,True,-0.9104,0
Arcanoth,"Posted September 7, 2015.",220050,0 of 1 people (0%) found this review helpful,False,-0.4019,0
karate_viking,Posted January 14.,391540,No ratings yet,True,0.34,2
edenist,"Posted August 14, 2012.",204100,No ratings yet,True,0.2263,2
76561198097790955,"Posted July 10, 2015.",50130,No ratings yet,True,0.6597,2
76561198060859342,"Posted June 4, 2014.",265930,No ratings yet,True,0.6369,2
DUALIESMLG,"Posted September 24, 2014.",6880,0 of 1 people (0%) found this review helpful,True,0.0,1
bvkenshiki,Posted March 18.,372000,No ratings yet,False,-0.9093,0
kyleultra128,"Posted August 31, 2013.",1250,No ratings yet,True,0.5267,2
JAIRSOMENDS,"Posted December 14, 2015.",213670,No ratings yet,True,0.0,1
dream2506,Posted July 8.,220,No ratings yet,True,0.0,1
jcorradi,"Posted December 29, 2013.",244850,No ratings yet,True,0.8312,2
kidhypocrisy,Posted January 4.,2400,No ratings yet,True,0.7561,2
KILLERamateur,"Posted May 28, 2014.",730,No ratings yet,True,0.9246,2
killerroo,"Posted January 29, 2015.",104900,2 of 5 people (40%) found this review helpful,False,0.0,1
BewareWeLive,"Posted December 22, 2014.",332800,2 of 3 people (67%) found this review helpful,True,0.0,1
76561198016232690,"Posted December 26, 2015.",225540,No ratings yet,True,0.9217,2
kinshu,"Posted July 1, 2015.",212800,No ratings yet,True,0.5908,2
Kipikinson,"Posted November 6, 2015.",34900,No ratings yet,True,-0.6249,0
RedBearAKM,"Posted April 20, 2014.",64000,No ratings yet,True,-0.9851,0
76561198070315347,"Posted March 14, 2014.",730,No ratings yet,True,0.3182,2
76561198055579125,"Posted April 6, 2015.",730,1 of 1 people (100%) found this review helpful,True,0.6369,2
76561198111531052,"Posted August 17, 2015.",8930,No ratings yet,True,0.0,1
76561198065432608,"Posted June 12, 2015.",32800,No ratings yet,True,0.0,1
Zelonier,Posted June 24.,252490,No ratings yet,True,-0.1779,0
ryanwh,"Posted January 28, 2014.",730,2 of 3 people (67%) found this review helpful,True,0.0,1
HumanBoy,Posted January 4.,46440,No ratings yet,False,0.0,1
LiberationestZ,"Posted February 7, 2015.",10,1 of 2 people (50%) found this review helpful,True,0.926,2
kodell,"Posted November 26, 2013.",208460,9 of 33 people (27%) found this review helpful,False,-0.5423,0
kojak2000,"Posted May 29, 2015.",374570,No ratings yet,True,0.4007,2
76561198086613935,"Posted May 25, 2014.",211420,No ratings yet,False,-0.4717,0
koshara,"Posted July 24, 2013.",207610,0 of 1 people (0%) found this review helpful,True,0.6249,2
KotaKuroGG,"Posted August 3, 2015.",352460,0 of 1 people (0%) found this review helpful,True,0.7964,2
